                     DATE/TIME                   MESSAGE/VARIABLE                               DATA
  10-12-2023 22:04:05:599:249         passed window size to drone                                 -
  10-12-2023 22:04:05:599:302                            yMax_now                                 53
  10-12-2023 22:04:05:599:353                            xMax_now                                 78
  10-12-2023 22:04:05:601:394                      dronePositionY                                 15
  10-12-2023 22:04:05:601:452                      dronePositionX                                 14
    10-12-2023 22:04:05:704:5                          user input                                 -1
  10-12-2023 22:04:05:704:114               passed input to drone                                 -
  10-12-2023 22:04:05:704:234         passed window size to drone                                 -
  10-12-2023 22:04:05:704:288                            yMax_now                                 53
  10-12-2023 22:04:05:704:339                            xMax_now                                 78
  10-12-2023 22:04:05:706:431                      dronePositionY                                 15
  10-12-2023 22:04:05:706:496                      dronePositionX                                 14
   10-12-2023 22:04:05:809:42                          user input                                 -1
  10-12-2023 22:04:05:809:151               passed input to drone                                 -
  10-12-2023 22:04:05:809:271         passed window size to drone                                 -
  10-12-2023 22:04:05:809:325                            yMax_now                                 53
  10-12-2023 22:04:05:809:377                            xMax_now                                 78
  10-12-2023 22:04:05:811:506                      dronePositionY                                 15
  10-12-2023 22:04:05:811:572                      dronePositionX                                 14
  10-12-2023 22:04:05:901:548                          user input                                 -1
